ID,Topic,Difficulty,Question,Option1,Correct1,Option2,Correct2,Option3,Correct3,Option4,Correct4
328,psychology,MEDIUM,What is the term used to describe the psychological mechanism that prevents unwanted thoughts from entering consciousness? ,Repression,TRUE,Displacement,FALSE,Projection,FALSE,Denial,FALSE
329,psychology,MEDIUM,What is the term for the mental framework that helps individuals organize and interpret information? ,Script,FALSE,Heuristic,FALSE,Prototype,FALSE,Schema,TRUE
330,psychology,MEDIUM,Which condition is characterized by a disruption in the normal cycle of sleeping and waking? ,Anxiety disorder,FALSE,Depressive disorder,FALSE,Bipolar disorder,FALSE,Sleep disorder,TRUE
331,psychology,MEDIUM,What is the focus of industrial-organizational psychology? ,Child development,FALSE,Social relationships,FALSE,Mental illness,FALSE,Workplace behavior and productivity,TRUE
332,psychology,MEDIUM,What psychological concept explains the satisfaction that arises from engaging in a task for its own sake? ,Intrinsic motivation,TRUE,Extrinsic motivation,FALSE,Goal-setting,FALSE,Behavior modification,FALSE
333,psychology,MEDIUM,What is the term for repetitive behaviors or mental acts performed in response to an obsession? ,Manias,FALSE,Phobias,FALSE,Compulsions,TRUE,Delusions,FALSE
334,psychology,MEDIUM,What is the psychological term for a stable. enduring pattern of emotions. thoughts.  and behaviors? ,Personality trait,TRUE,Mood,FALSE,Temperament,FALSE,Character,FALSE
335,psychology,MEDIUM,What is the focus of community psychology? ,Studying social behavior,FALSE,Researching mental illness,FALSE,Improving community well-being,TRUE,Counseling individuals,FALSE
336,psychology,MEDIUM,What is the primary focus of health psychology? ,Social behavior analysis,FALSE,Individual therapy,FALSE,Child development,FALSE,Interactions between psychological and physical health,TRUE
337,psychology,MEDIUM,What is the term for the phenomenon where the presence of others leads to decreased performance? ,Social loafing,TRUE,Social facilitation,FALSE,Groupthink,FALSE,Bystander effect,FALSE
338,psychology,MEDIUM,What is the term for a psychological phenomenon where individuals feel they have no control over the outcome of a situation? ,Self-determination,FALSE,Resilience,FALSE,Learned helplessness,TRUE,Self-efficacy,FALSE
339,psychology,MEDIUM,What is the name of the brain structure involved in forming new memories? ,Thalamus,FALSE,Cerebellum,FALSE,Hippocampus,TRUE,Amygdala,FALSE
340,psychology,MEDIUM,What is the psychological term for the extensive evaluation of individual behavior in natural settings? ,Case study,FALSE,Naturalistic observation,TRUE,Controlled experiment,FALSE,Survey method,FALSE
341,psychology,MEDIUM,What is the term for the mechanism by which individuals manage stress? ,Homeostasis,FALSE,Coping,TRUE,Sensory adaptation,FALSE,Defense mechanism,FALSE
342,psychology,MEDIUM,What is the term for the cognitive bias where the first piece of information received overly influences decision-making? ,Anchoring bias,TRUE,Confirmation bias,FALSE,Availability heuristic,FALSE,Framing effect,FALSE
343,psychology,MEDIUM,Which psychological theory focuses on the importance of self-actualization? ,Behaviorism,FALSE,Humanistic psychology,TRUE,Cognitive psychology,FALSE,Psychoanalysis,FALSE
344,psychology,MEDIUM,What is the term for deceptive thinking caused by a lack of information? ,Schema,FALSE,Bias,FALSE,Heuristic,FALSE,Cognitive distortion,TRUE
345,psychology,MEDIUM,What is the term for shifts in mood from extreme highs to extreme lows? ,Mood disorder,TRUE,Personality disorder,FALSE,Anxiety disorder,FALSE,Obsessive-compulsive disorder,FALSE
346,psychology,MEDIUM,What is the term for the strategy of pairing an unwanted behavior with an unpleasant stimulus? ,Behavior modification,FALSE,Aversion therapy,TRUE,Cognitive restructuring,FALSE,Exposure therapy,FALSE
347,psychology,MEDIUM,What is the term for the tendency to attribute personal successes to internal factors and failures to external factors? ,Optimism bias,FALSE,Self-serving bias,TRUE,Actor-observer effect,FALSE,Fundamental attribution error,FALSE
348,psychology,MEDIUM,What is the primary focus of family systems therapy? ,Mental illness diagnosis,FALSE,Individual therapy,FALSE,Coping skills training,FALSE,Understanding family dynamics and relationships,TRUE
349,psychology,MEDIUM,What is the term for the effect where individuals perform better in the presence of others? ,Conformity,FALSE,Groupthink,FALSE,Social facilitation,TRUE,Social loafing,FALSE
350,psychology,HARD,What is the primary focus of psychodynamic therapy? ,Behavioral modification,FALSE,Cognitive restructuring,FALSE,Exploring unconscious processes and childhood experiences,TRUE,Social skills training,FALSE
351,psychology,HARD,Which theory posits that emotional experience is based on the physiological response to stimuli? ,Schachter-Singer theory,FALSE,James-Lange theory,TRUE,Cannon-Bard theory,FALSE,Two-factor theory,FALSE
352,psychology,HARD,What is the term for the phenomenon in which a person's expectations influence their experiences? ,Confirmation bias,FALSE,Illusory correlation,FALSE,Expectation bias,FALSE,Placebo effect,TRUE
353,psychology,HARD,What is the primary goal of existential therapy? ,To modify thought patterns,FALSE,To build self-esteem,FALSE,To help clients find meaning and purpose,TRUE,To change maladaptive behaviors,FALSE
354,psychology,HARD,What is the term for a severe psychological disorder characterized by a loss of contact with reality? ,Neurosis,FALSE,Psychosis,TRUE,Anxiety disorder,FALSE,Depression,FALSE
355,psychology,HARD,Which brain structure is primarily involved in emotional regulation and memory processing? ,Thalamus,FALSE,Cerebellum,FALSE,Hippocampus,FALSE,Amygdala,TRUE
356,psychology,HARD,Which psychological assessment tool is used to assess unconscious motivations and conflicts? ,MMPI,FALSE,Thematic Apperception Test,FALSE,Beck Depression Inventory,FALSE,Rorschach inkblot test,TRUE
357,psychology,HARD,What is the primary focus of cognitive-behavioral therapy? ,Improving interpersonal relationships,FALSE,Changing negative thought patterns and behaviors,TRUE,Enhancing emotional expression,FALSE,Exploring past traumas,FALSE
358,psychology,HARD,What is the term for the psychological phenomenon where individuals conform to group norms even against their own beliefs? ,Private acceptance,FALSE,Group polarization,FALSE,Social facilitation,FALSE,Public conformity,TRUE
359,psychology,HARD,What is the term for a cognitive bias that leads people to overestimate their ability to predict the outcome of events? ,Overconfidence bias,FALSE,Hindsight bias,TRUE,Self-serving bias,FALSE,Anchoring bias,FALSE
360,psychology,HARD,What is the main concept behind attachment theory? ,Cognitive development stages,FALSE,Behavioral reinforcement,FALSE,Social learning processes,FALSE,The bond between a child and caregiver influences future relationships,TRUE
361,psychology,HARD,What is the term for an unconscious defense mechanism that involves attributing one's unacceptable thoughts to others? ,Repression,FALSE,Rationalization,FALSE,Projection,TRUE,Displacement,FALSE
362,psychology,HARD,What is the psychological term for a persistent fear of social situations? ,Generalized anxiety disorder,FALSE,Agoraphobia,FALSE,Social phobia,TRUE,Specific phobia,FALSE
363,psychology,HARD,What is the term for a theoretical construct that encompasses the broad range of social and cultural influences on behavior? ,Psychoanalysis,FALSE,Behavioralism,FALSE,Cultural relativism,FALSE,Social constructivism,TRUE
364,psychology,HARD,Which cognitive bias leads individuals to remember and emphasize information that confirms their pre-existing beliefs? ,Anchoring bias,FALSE,Availability heuristic,FALSE,Framing effect,FALSE,Confirmation bias,TRUE
365,psychology,HARD,What is the term for the research method that examines participants over a long period of time? ,Longitudinal study,TRUE,Experimental study,FALSE,Cross-sectional study,FALSE,Case study,FALSE
366,psychology,HARD,What is the term for the psychological phenomenon where people are less likely to help a victim when there are other witnesses? ,Social loafing,FALSE,Diffusion of responsibility,FALSE,Groupthink,FALSE,Bystander effect,TRUE
367,psychology,HARD,Which psychological concept refers to the tendency for individuals to attribute their successes to internal factors and failures to external factors? ,Fundamental attribution error,FALSE,Actor-observer effect,FALSE,Self-serving bias,TRUE,Optimism bias,FALSE
368,psychology,HARD,What is the term for the method of therapy that focuses on the client's current feelings and experiences? ,Behavioral therapy,FALSE,Gestalt therapy,TRUE,Psychoanalytic therapy,FALSE,Humanistic therapy,FALSE
369,psychology,HARD,"What does the term ""neuroplasticity"" refer to? ",The brain's ability to reorganize itself by forming new neural connections,TRUE,The process of brain damage recovery,FALSE,The genetic basis of psychological traits,FALSE,The reduction of brain function with age,FALSE
370,psychology,HARD,Which psychological model emphasizes the role of cognitive processes in understanding behavior? ,Humanistic model,FALSE,Behavioral model,FALSE,Cognitive-behavioral model,TRUE,Psychoanalytic model,FALSE
371,psychology,HARD,What is the term for the cognitive process of organizing and interpreting sensory input? ,Memory,FALSE,Attention,FALSE,Perception,TRUE,Sensation,FALSE
372,psychology,HARD,What is the phenomenon where individuals tend to favor information that reinforces their existing beliefs and ignore contradictory evidence? ,Availability heuristic,FALSE,Anchoring bias,FALSE,Confirmation bias,TRUE,Cognitive dissonance,FALSE
373,psychology,HARD,What is the primary focus of cognitive therapy? ,Developing social skills,FALSE,Enhancing self-acceptance,FALSE,Exploring childhood experiences,FALSE,Changing maladaptive thought patterns,TRUE
374,psychology,HARD,Which term describes the tendency of individuals in a group to adhere to consensus rather than critically evaluating alternative viewpoints? ,Social loafing,FALSE,Groupthink,TRUE,Social facilitation,FALSE,Dissonance.WARNING,FALSE
375,psychology,HARD,What is the term for a psychological disorder characterized by the presence of two or more distinct personality states? ,Borderline personality disorder,FALSE,Schizophrenia,FALSE,Dissociative identity disorder,TRUE,Bipolar disorder,FALSE
376,psychology,HARD,What is the term for the therapeutic approach that focuses on the here-and-now experiences of the client? ,Cognitive behavioral therapy,FALSE,Existential therapy,TRUE,Humanistic therapy,FALSE,Psychoanalysis,FALSE
377,psychology,HARD,Which psychological theory investigates the interplay between biological. psychological. and social factors in health? ,Psychoanalytic model,FALSE,Biological model,FALSE,Biopsychosocial model,TRUE,Behavioral model,FALSE
378,psychology,HARD,What is the term for significant changes in the brain's structure and function due to experience or environmental factors? ,Cognitive restructuring,FALSE,Neurodegeneration,FALSE,Neurogenesis,FALSE,Neuroplasticity,TRUE
379,psychology,HARD,Which psychological disorder is characterized by persistent intrusive thoughts and ritualistic behaviors performed to alleviate anxiety? ,Obsessive-compulsive disorder,TRUE,Anxiety disorder,FALSE,Post-traumatic stress disorder,FALSE,Bipolar disorder,FALSE
380,psychology,HARD,What is the term for a research design that involves examining the same individuals at multiple time points? ,Experimental design,FALSE,Cross-sectional design,FALSE,Case-control design,FALSE,Longitudinal design,TRUE
381,psychology,HARD,Which psychological disorder is characterized by excessive and uncontrollable worry about a variety of topics? ,Specific phobia,FALSE,Generalized anxiety disorder,TRUE,OCD,FALSE,Panic disorder,FALSE
382,psychology,HARD,What is the term for the mental framework that helps individuals organize their knowledge about the world? ,Model,FALSE,Frame,FALSE,Schema,TRUE,Prototype,FALSE
383,psychology,HARD,What is the primary focus of existential psychotherapy? ,Social skills training,FALSE,Finding meaning and authenticity in life,TRUE,Cognitive restructuring,FALSE,Behavior modification,FALSE
384,psychology,HARD,What is the term for the psychological process of altering one's beliefs to reduce discomfort from conflicting information? ,Confirmation bias,FALSE,Anchoring effect,FALSE,Cognitive dissonance,TRUE,Self-justification,FALSE
385,psychology,HARD,Which psychological phenomenon refers to the tendency for group members to suppress dissenting opinions? ,Social facilitation,FALSE,Conformity,FALSE,Deindividuation,FALSE,Groupthink,TRUE
386,psychology,HARD,What is the term for the gradual weakening or fading of a conditioned response? ,Discrimination,FALSE,Habituation,FALSE,Extinction,TRUE,Generalization,FALSE
387,psychology,HARD,What is the focus of positive psychology? ,Treating mental illness,FALSE,Understanding personality traits,FALSE,Enhancing well-being and human strengths,TRUE,Studying abnormal behavior,FALSE
388,psychology,HARD,What is the term for the cognitive bias that leads people to interpret ambiguous evidence as supporting their existing beliefs? ,Optimism bias,FALSE,Fundamental attribution error,FALSE,Anchoring bias,FALSE,Confirmation bias,TRUE
389,psychology,HARD,What is the term for the cognitive process of filtering information to focus on certain aspects while ignoring others? ,Visual attention,FALSE,Selective attention,TRUE,Focused attention,FALSE,Divided attention,FALSE
390,psychology,HARD,What is the psychological term for the recurring pattern of emotional and cognitive experiences that characterize an individual? ,Bipolar disorder,FALSE,Mood disorder,TRUE,Anxiety disorder,FALSE,Personality trait,FALSE
391,psychology,HARD,What is the term for the tendency to attribute one’s successes to internal factors and failures to external factors? ,Self-serving bias,TRUE,Fundamental attribution error,FALSE,Actor-observer effect,FALSE,Optimism bias,FALSE
392,psychology,HARD,Which psychological concept refers to the psychological tension that arises from holding conflicting thoughts or beliefs? ,Self-justification,FALSE,Confirmation bias,FALSE,Cognitive dissonance,TRUE,Emotional instability,FALSE
393,psychology,HARD,What is the term for the psychological phenomenon where the presence of others improves individual performance? ,Social facilitation,TRUE,Groupthink,FALSE,Social loafing,FALSE,Deindividuation,FALSE
394,psychology,HARD,Which psychological assessment approach involves interpreting ambiguous stimuli to uncover hidden thoughts and feelings? ,Standardized test,FALSE,Behavioral assessment,FALSE,Cognitive test,FALSE,Projective test,TRUE
395,psychology,HARD,What is the term for mental shortcuts that simplify decision-making? ,Models,FALSE,Heuristics,TRUE,Frameworks,FALSE,Algorithms,FALSE
396,psychology,HARD,What is the term for the phenomenon where individuals perform worse on tasks when they are in a group? ,Groupthink,FALSE,Social facilitation,FALSE,Deindividuation,FALSE,Social loafing,TRUE
397,psychology,HARD,What is the primary focus of psychometrics? ,Measurement of psychological variables,TRUE,Behavioral observation,FALSE,Diagnosis of mental disorders,FALSE,Clinical intervention,FALSE
398,psychology,HARD,What is the term for the psychological mechanism that allows individuals to cope with anxiety-provoking thoughts? ,Coping strategy,FALSE,Emotion regulation,FALSE,Stress management,FALSE,Defense mechanism,TRUE
399,psychology,HARD,What term describes the biological basis for behavior and mental processes? ,Humanistic psychology,FALSE,Cognitive psychology,FALSE,Behaviorism,FALSE,Biopsychology,TRUE
400,psychology,HARD,What is the term for the tendency to interpret new evidence as confirmation of one's existing beliefs? ,Availability heuristic,FALSE,Anchoring bias,FALSE,Confirmation bias,TRUE,Framing effect,FALSE
401,psychology,HARD,What is the primary focus of forensic psychology? ,Child development,FALSE,Cognitive therapy,FALSE,The intersection of psychology and the legal system,TRUE,Social dynamics,FALSE
402,psychology,HARD,What is the term for a psychological phenomenon where repeated exposure to a stimulus results in a decreased response? ,Desensitization,FALSE,Extinction,FALSE,Sensitization,FALSE,Habituation,TRUE
403,psychology,HARD,What psychological model emphasizes the impact of social and cultural factors on individual behavior? ,Developmental psychology,FALSE,Social psychology,TRUE,Cognitive psychology,FALSE,Biological psychology,FALSE
404,psychology,HARD,What is the term for a psychological disorder characterized by extreme mood swings between mania and depression? ,Bipolar disorder,TRUE,Major depressive disorder,FALSE,Schizophrenia,FALSE,Anxiety disorder,FALSE
405,psychology,HARD,What is the focus of psychobiology? ,Cognitive development,FALSE,Social interaction,FALSE,The biological basis of behavior and mental processes,TRUE,Personality assessment,FALSE
406,psychology,HARD,Which term describes a form of therapy that incorporates mindfulness practices to enhance emotional regulation? ,Psychoanalytic therapy,FALSE,Humanistic therapy,FALSE,Mindfulness-based cognitive therapy,TRUE,Cognitive behavioral therapy,FALSE
407,psychology,HARD,What is the term for the cognitive process of evaluating information to make a decision? ,Heuristic reasoning,FALSE,Analytical thinking,FALSE,Creative thinking,FALSE,Critical thinking,TRUE
408,psychology,HARD,What is the name of the cognitive bias where individuals believe they are less biased than others? ,Self-serving bias,FALSE,Hindsight bias,FALSE,Bias blind spot,TRUE,Optimism bias,FALSE
409,psychology,HARD,What is the primary focus of cognitive neuroscience? ,Emotional well-being,FALSE,Behavioral responses,FALSE,The relationship between brain activity and cognitive processes,TRUE,Social influences,FALSE
410,psychology,HARD,What is the term for the psychological process of forming impressions of others? ,Interpersonal perception,FALSE,Attribution WARNING,FALSE,Social cognition,FALSE,Person perception,TRUE
411,psychology,HARD,What is the term for the unconscious defense mechanism that involves attributing one’s own unacceptable thoughts or feelings to others? ,Repression,FALSE,Rationalization,FALSE,Projection,TRUE,Displacement,FALSE
412,psychology,HARD,What is the phenomenon where individuals feel a heightened sense of freedom when part of a group? ,Collective behavior,FALSE,Social loafing,FALSE,Groupthink,FALSE,Deindividuation,TRUE
413,psychology,HARD,What is the term for a structured approach to understanding the psychological development of individuals? ,Social psychology,FALSE,Clinical psychology,FALSE,Developmental psychology,TRUE,Cognitive psychology,FALSE
414,psychology,HARD,What is the term for the tendency to favor one's own group and view it as superior to others? ,Social identity,FALSE,In-group bias,TRUE,Group polarization,FALSE,Out-group bias,FALSE
415,psychology,HARD,What is the primary goal of behavioral therapy? ,Enhancing self-esteem,FALSE,Exploring past traumas,FALSE,Understanding underlying motivations,FALSE,Changing maladaptive behaviors,TRUE
416,psychology,HARD,What is the term for the cognitive dissonance experienced when one's actions contradict their beliefs? ,Cognitive dissonance,FALSE,Value inconsistency,FALSE,Identity crisis,FALSE,Moral conflict,TRUE
417,psychology,HARD,What is the term for a psychological phenomenon where people perform better on tasks in the presence of others? ,Bystander effect,FALSE,Social facilitation,TRUE,Social loafing,FALSE,Groupthink,FALSE
418,psychology,HARD,What is the name of the theory that explains how social influences can lead to behavior changes? ,Social learning theory,TRUE,Cognitive dissonance theory,FALSE,Behavioral theory,FALSE,Attribution theory,FALSE
419,psychology,HARD,What is the term for the psychological evaluation method that uses structured interviews to assess personality traits? ,Projective testing,FALSE,Cognitive testing,FALSE,Behavioral observation,FALSE,Personality assessment,TRUE
420,psychology,HARD,What is the term for a condition where individuals experience significant impairment in daily functioning due to extreme anxiety? ,Personality disorder,FALSE,Mood disorder,FALSE,Anxiety disorder,TRUE,Schizophrenia,FALSE
421,psychology,HARD,What is the term for a psychological assessment technique that involves interpreting ambiguous images? ,Behavioral assessment,FALSE,Projective test,TRUE,Cognitive test,FALSE,Standardized test,FALSE
422,psychology,HARD,What is the primary emphasis of humanistic psychology? ,Behavior modification,FALSE,Personal growth and self-actualization,TRUE,Social behavior analysis,FALSE,Cognitive restructuring,FALSE
423,psychology,HARD,What is the term for the cognitive bias that leads individuals to see relationships between events that are not actually correlated? ,Illusory correlation,TRUE,Hindsight bias,FALSE,Confirmation bias,FALSE,Self-serving bias,FALSE
424,psychology,HARD,What psychological issue is characterized by persistent.  intrusive thoughts and repetitive behaviors? ,Panic disorder,FALSE,Generalized anxiety disorder,FALSE,Obsessive-compulsive disorder,TRUE,Anxiety disorder,FALSE
425,psychology,HARD,What is the term for the tendency to form judgments based on the first piece of information encountered? ,Confirmation bias,FALSE,Anchoring bias,TRUE,Availability heuristic,FALSE,Hindsight bias,FALSE
426,psychology,HARD,What is the term for the ethical guideline that requires psychologists to obtain informed consent from research participants? ,Right to withdraw,FALSE,Confidentiality,FALSE,Informed consent,TRUE,Debriefing,FALSE
427,psychology,HARD,What is the term for a psychological disorder where an individual has difficulty controlling impulses and behaviors? ,Mood disorder,FALSE,Anxiety disorder,FALSE,Personality disorder,FALSE,Impulse control disorder,TRUE
428,psychology,HARD,What is the term for the cognitive bias where individuals overestimate the accuracy of their own beliefs? ,Overconfidence bias,TRUE,Anchoring bias,FALSE,Confirmation bias,FALSE,Optimism bias,FALSE
429,psychology,HARD,What is the primary focus of social psychology? ,The study of how individuals influence and are influenced by others,TRUE,The study of mental illness,FALSE,The study of cognitive processes,FALSE,The study of biological factors,FALSE
430,psychology,HARD,What is the term for the psychological phenomenon where individuals comply with requests from people in authority? ,Obedience,TRUE,Group pressure,FALSE,Social influence,FALSE,Conformity,FALSE
431,psychology,HARD,What is the term for a cognitive bias that leads people to believe they are more unique than others? ,Confirmation bias,FALSE,Illusion of uniqueness,TRUE,Optimism bias,FALSE,Self-serving bias,FALSE
432,psychology,HARD,What is the focus of behavioral genetics? ,Individual development,FALSE,The interplay between genetics and behavior,TRUE,Social behavior,FALSE,Cognitive processes,FALSE
433,psychology,HARD,What is the term for the tendency to blame external factors for one’s failures and internal factors for one’s successes? ,Self-serving bias,TRUE,Actor-observer effect,FALSE,Optimism bias,FALSE,Fundamental attribution error,FALSE
434,psychology,HARD,What is the term for a cognitive bias where individuals remember information that confirms their beliefs more readily than contradictory information? ,Fundamental attribution error,FALSE,Availability heuristic,FALSE,Anchoring bias,FALSE,Confirmation bias,TRUE
435,psychology,HARD,What is the primary focus of multicultural psychology? ,Developmental stages,FALSE,Clinical interventions,FALSE,Individual behavior analysis,FALSE,Understanding diverse cultural perspectives in psychology,TRUE
436,psychology,HARD,What is the term for the psychological state where an individual feels detached from themselves or their surroundings? ,Depersonalization,FALSE,Depression,FALSE,Anxiety,FALSE,Dissociation,TRUE
437,psychology,HARD,What is the primary focus of neuropsychological assessment? ,Understanding the relationship between brain function and behavior,TRUE,Personality evaluation,FALSE,Cognitive development,FALSE,Social behavior assessment,FALSE
438,psychology,HARD,What is the term for the effect where individuals are less likely to act in an emergency when others are present? ,Groupthink,FALSE,Conformity,FALSE,Bystander effect,TRUE,Social loafing,FALSE
439,psychology,HARD,What is the term for a long-term.  consistent pattern of emotional and behavioral responses? ,State,FALSE,Temperament,FALSE,Condition,FALSE,Trait,TRUE
440,psychology,HARD,What is the primary focus of addiction psychology? ,Understanding and treating substance use disorders,TRUE,Social interactions,FALSE,Child development,FALSE,Clinical assessment,FALSE
441,psychology,HARD,What is the term for the psychological phenomenon where individuals feel more comfortable in a group environment? ,Group cohesion,TRUE,Social facilitation,FALSE,Deindividuation,FALSE,Collective behavior,FALSE
442,psychology,HARD,What cognitive bias leads individuals to continue investing in a decision despite evidence suggesting otherwise? ,Sunk cost fallacy,TRUE,Optimism bias,FALSE,Hindsight bias,FALSE,Escalation of commitment,FALSE
443,psychology,HARD,What is the term for a psychological assessment that evaluates personality traits through structured questionnaires? ,Cognitive test,FALSE,Projective test,FALSE,Behavioral assessment,FALSE,Personality inventory,TRUE
444,psychology,HARD,What is the term for the impact of genetics on behavior and psychological traits? ,Genetic predisposition,FALSE,Heritability,TRUE,Cultural factors,FALSE,Environmental influence,FALSE
445,psychology,HARD,What is the term for the psychological process of identifying. labeling. and managing emotional experiences? ,Emotion recognition,FALSE,Emotional regulation,TRUE,Emotion suppression,FALSE,Emotion expression,FALSE
446,psychology,HARD,What is the term for a research design that assesses a population at one specific point in time? ,Experimental study,FALSE,Case study,FALSE,Cross-sectional study,TRUE,Longitudinal study,FALSE
447,psychology,HARD,What is the primary focus of environmental psychology? ,Developmental stages,FALSE,Cognitive processes,FALSE,The relationship between humans and their environment,TRUE,Clinical interventions,FALSE
448,psychology,HARD,What is the term for an approach in therapy that emphasizes the need for unconditional positive regard? ,Humanistic therapy,TRUE,Psychoanalytic therapy,FALSE,Cognitive therapy,FALSE,Behavioral therapy,FALSE
449,psychology,HARD,What is the term for the study of how people develop and change over the lifespan? ,Cognitive psychology,FALSE,Clinical psychology,FALSE,Developmental psychology,TRUE,Social psychology,FALSE
450,psychology,VERY_HARD,What is the term for the cognitive function that allows individuals to understand and manage their own and others' emotions? ,Social awareness,FALSE,Emotional intelligence,TRUE,Emotional regulation,FALSE,Cognitive empathy,FALSE
451,psychology,VERY_HARD,Which psychological theory was developed by Carl Rogers and emphasizes the importance of self-actualization? ,Humanistic psychology,TRUE,Behaviorism,FALSE,Cognitive psychology,FALSE,Psychoanalysis,FALSE
452,psychology,VERY_HARD,What is the term for the phenomenon where individuals become desensitized to stimuli after repeated exposure? ,Habituation,TRUE,Desensitization,FALSE,Conditioning,FALSE,Extinction,FALSE
453,psychology,VERY_HARD,What is the primary focus of existential psychology? ,Cognitive restructuring,FALSE,Social learning,FALSE,Understanding the individual's search for meaning in life,TRUE,Behavior modification,FALSE
454,psychology,VERY_HARD,What is the term for the psychological process whereby an individual attributes their own undesirable traits to someone else? ,Rationalization,FALSE,Projection,TRUE,Repression,FALSE,Displacement,FALSE
455,psychology,VERY_HARD,What is the primary focus of attachment theory? ,Social behavior,FALSE,The emotional bond between a child and caregiver,TRUE,Personality traits,FALSE,Cognitive development,FALSE
456,psychology,VERY_HARD,In cognitive-behavioral therapy.  what is the term for the cognitive distortion where a person views a situation in black-and-white terms? ,All-or-nothing thinking,TRUE,Catastrophizing,FALSE,Overgeneralization,FALSE,Personalization,FALSE
457,psychology,VERY_HARD,What is the primary goal of psychodynamic therapy? ,To enhance social interactions,FALSE,To explore the influence of unconscious thoughts and childhood experiences,TRUE,To modify behavior patterns,FALSE,To facilitate cognitive restructuring,FALSE
458,psychology,VERY_HARD,What is the term for the neurological process underlying the formation of new memories? ,Myelination,FALSE,Neurogenesis,FALSE,Neuroplasticity,FALSE,Long-term potentiation,TRUE
459,psychology,VERY_HARD,What is the name of the cognitive bias where people believe they have control over events that are actually random? ,Illusion of control,TRUE,Overconfidence bias,FALSE,Optimism bias,FALSE,Fundamental attribution error,FALSE
460,psychology,VERY_HARD,What is the term for the psychological condition characterized by a lack of empathy and disregard for social norms? ,Borderline personality disorder,FALSE,Narcissistic personality disorder,FALSE,Histrionic personality disorder,FALSE,Antisocial personality disorder,TRUE
461,psychology,VERY_HARD,What is the focus of neuropsychological assessments? ,Motivational factors,FALSE,Developmental milestones,FALSE,Evaluating cognitive function and behavior in relation to brain health,TRUE,Personality traits,FALSE
462,psychology,VERY_HARD,What is the term for the cognitive bias that involves favoring information that aligns with one's pre-existing beliefs? ,Self-serving bias,FALSE,Confirmation bias,TRUE,Hindsight bias,FALSE,Availability heuristic,FALSE
463,psychology,VERY_HARD,What is the term for the therapeutic technique that focuses on altering maladaptive thought patterns? ,Cognitive restructuring,TRUE,Thought stopping,FALSE,Exposure therapy,FALSE,Behavioral activation,FALSE
464,psychology,VERY_HARD,What is the primary focus of clinical psychology? ,Study of social interactions,FALSE,Development of cognitive processes,FALSE,Research on learning theories,FALSE,Diagnosis and treatment of mental disorders,TRUE
465,psychology,VERY_HARD,What is the term for a psychological phenomenon where an individual's behavior changes due to the belief they are being observed? ,Bystander effect,FALSE,Hawthorne effect,TRUE,Social facilitation,FALSE,Groupthink,FALSE
466,psychology,VERY_HARD,What is the psychological term for the tendency to attribute successes to personal qualities and failures to external factors? ,Actor-observer effect,FALSE,Fundamental attribution error,FALSE,Optimism bias,FALSE,Self-serving bias,TRUE
467,psychology,VERY_HARD,What is the term for the psychological phenomenon wherein individuals in a group feel less personal responsibility to act? ,Social loafing,FALSE,Diffusion of responsibility,TRUE,Group polarization,FALSE,Bystander effect,FALSE
468,psychology,VERY_HARD,What is the term for a short-lived episode of intense fear or discomfort. often accompanied by physical symptoms? ,Phobic reaction,FALSE,Panic attack,TRUE,Stress response,FALSE,Anxiety attack,FALSE
469,psychology,VERY_HARD,What is the psychological term for the tendency to perceive a relationship between two variables when none exists? ,Hindsight bias,FALSE,Illusory correlation,TRUE,Overconfidence bias,FALSE,Confirmation bias,FALSE
470,psychology,VERY_HARD,What is the term for the process by which individuals adapt their behavior to fit the norms of a group? ,Social influence,FALSE,Groupthink,FALSE,Peer pressure,FALSE,Social conformity,TRUE
471,psychology,VERY_HARD,What is the focus of cultural psychology? ,Clinical intervention,FALSE,Cognitive assessment,FALSE,The impact of culture on psychological processes,TRUE,Behavioral analysis,FALSE
472,psychology,VERY_HARD,What is the term for the tendency to overestimate the influence of personality traits and underestimate situational factors in others' behavior? ,Fundamental attribution error,TRUE,Actor-observer bias,FALSE,Self-serving bias,FALSE,Optimism bias,FALSE
473,psychology,VERY_HARD,What is the term for the subjective experience of emotional states? ,Feeling,FALSE,Emotion,FALSE,Affect,TRUE,Mood,FALSE
474,psychology,VERY_HARD,What is the primary focus of community psychology? ,Cognitive development,FALSE,Individual therapy,FALSE,Enhancing community well-being through systemic change,TRUE,Mental illness treatment,FALSE
475,psychology,VERY_HARD,What is the term for a psychological disorder characterized by persistent difficulty in maintaining attention? ,Oppositional defiant disorder,FALSE,Attention-deficit/hyperactivity disorder (ADHD),TRUE,Generalized anxiety disorder,FALSE,Conduct disorder,FALSE
476,psychology,VERY_HARD,What is the term for a psychological approach that integrates biological. psychological. and social factors? ,Neurological model,FALSE,Biopsychosocial model,TRUE,Cognitive-behavioral model,FALSE,Humanistic model,FALSE
477,psychology,VERY_HARD,What is the term for a set of skills involved in understanding and managing emotions? ,Social intelligence,FALSE,Emotional intelligence,TRUE,Interpersonal skills,FALSE,Cognitive skills,FALSE
478,psychology,VERY_HARD,What is the term for the mental process of recognizing and interpreting emotional cues in oneself and others? ,Emotional regulation,FALSE,Emotional awareness,TRUE,Cognitive appraisal,FALSE,Social perception,FALSE
